id,name,full_name,age,nationality,team_name,position,season
19032,R. Sessegnon,Kouassi Ryan Sessegnon,23,England,Tottenham,Midfielder,2022
30435,D. Kulusevski,Dejan Kulusevski,23,Sweden,Tottenham,Midfielder,2022
30776,C. Romero,Cristian Gabriel Romero,25,Argentina,Tottenham,Defender,2022
47519,Pedro Porro,Pedro Antonio Porro Sauceda,24,Spain,Tottenham,Defender,2022
60353,M. Paskotši,Maksim Paskotši,20,Estonia,Tottenham,Defender,2022
149550,J. Tanganga,Japhet Manzambi Tanganga,24,England,Tottenham,Defender,2022
154800,M. Fagan-Walcott,Malachi Michael Fagan-Walcott,21,England,Tottenham,Defender,2022
162607,M. Muir,Marqes Muir,21,England,Tottenham,Defender,2022
237129,P. Sarr,Pape Matar Sarr,21,Senegal,Tottenham,Midfielder,2022
311817,A. Dorrington,Alfie Dorrington,18,England,Tottenham,Defender,2022
331009,C. Sayers,Charlie Sayers,19,England,Tottenham,Defender,2022
283,T. Alexander-Arnold,Trent John Alexander-Arnold,25,England,Liverpool,Defender,2022
284,J. Gomez,Joseph Dave Gomez,26,England,Liverpool,Defender,2022
286,J. Matip,Job Joël André Matip,32,Cameroon,Liverpool,Defender,2022
289,A. Robertson,Andrew Henry Robertson,29,Scotland,Liverpool,Defender,2022
290,V. van Dijk,Virgil van Dijk,32,Netherlands,Liverpool,Defender,2022
292,J. Henderson,Jordan Brian Henderson,33,England,Liverpool,Midfielder,2022
293,C. Jones,Curtis Julian Jones,22,England,Liverpool,Midfielder,2022
294,N. Keïta,Naby Laye Keïta,28,Guinea,Liverpool,Midfielder,2022
296,J. Milner,James Philip Milner,37,England,Liverpool,Midfielder,2022
297,A. Oxlade-Chamberlain,Alexander Mark David Oxlade-Chamberlain,30,England,Liverpool,Midfielder,2022
299,Fabinho,Fábio Henrique Tavares,30,Brazil,Liverpool,Midfielder,2022
507,Thiago Alcântara,Thiago Alcântara do Nascimento,32,Spain,Liverpool,Midfielder,2022
1145,I. Konaté,Ibrahima Konaté,24,France,Liverpool,Defender,2022
1600,K. Tsimikas,Konstantinos Tsimikas,27,Greece,Liverpool,Defender,2022
19035,H. Elliott,Harvey Daniel James Elliott,20,England,Liverpool,Midfielder,2022
127472,N. Phillips,Nathaniel Harry Phillips,26,England,Liverpool,Defender,2022
135525,C. Ramsay,Calvin William Ramsay,20,Scotland,Liverpool,Defender,2022
162904,R. Williams,Rhys Williams,22,England,Liverpool,Defender,2022
180316,H. Davies,Harvey Davies,20,England,Liverpool,Goalkeeper,2022
310187,Stefan Bajčetić,Stefan Bajčetić Maquieira,19,Spain,Liverpool,Defender,2022
537,J. Veltman,Joël Ivo Veltman,31,Netherlands,Brighton,Defender,2022
671,B. Traoré,Bertrand Isidore Traoré,28,Burkina Faso,Aston Villa,Attacker,2022
983,L. Bailey,Leon Patrick Bailey Butler,26,Jamaica,Aston Villa,Attacker,2022
1904,B. Kamara,Boubacar Bernard Kamara,24,France,Aston Villa,Midfielder,2022
13489,J. Durán,Jhon Jader Durán Palacio,20,Colombia,Aston Villa,Attacker,2022
18959,Robert Sánchez,Robert Lynch Sánchez,26,Spain,Brighton,Goalkeeper,2022
18960,J. Steele,Jason Sean Steele,33,England,Brighton,Goalkeeper,2022
18963,L. Dunk,Lewis Carl Dunk,32,England,Brighton,Defender,2022
18973,S. March,Solomon Benjamin March,29,England,Brighton,Midfielder,2022
19192,J. Ramsey,Jacob Matthew Ramsey,22,England,Aston Villa,Midfielder,2022
19265,A. Webster,Adam Harry Webster,28,England,Brighton,Defender,2022
19366,O. Watkins,Oliver George Arthur Watkins,28,England,Aston Villa,Attacker,2022
38695,J. van Hecke,Jan Paul van Hecke,23,Netherlands,Brighton,Defender,2022
46731,P. Estupiñán,Pervis Josué Estupiñán Tenorio,25,Ecuador,Brighton,Defender,2022
138815,T. Lamptey,Tariq Kwame Nii-Lante Lamptey,23,Ghana,Brighton,Defender,2022
152953,L. Colwill,Levi Lemar Samuels Colwill,20,England,Brighton,Defender,2022
167663,T. McGill,Thomas Peter Wayne McGill,23,Canada,Brighton,Goalkeeper,2022
282254,O. Offiah,Odeluga Joshua Offiah,21,England,Brighton,Defender,2022
312260,K. Young,Kadan Young,17,England,Aston Villa,Attacker,2022
2927,M. Batshuayi,Michy Batshuayi-Atunga,30,Belgium,Chelsea,Attacker,2022
6716,A. Mac Allister,Alexis Mac Allister,25,Argentina,Brighton,Midfielder,2022
18970,P. Groß,Pascal Groß,32,Germany,Brighton,Midfielder,2022
280,Alisson,Alisson Ramsés Becker,31,Brazil,Liverpool,Goalkeeper,2022
281,C. Kelleher,Caoimhín Odhrán Kelleher,25,Republic of Ireland,Liverpool,Goalkeeper,2022
295,A. Lallana,Adam David Lallana,35,England,Brighton,Midfielder,2022
1469,D. Welbeck,Daniel Nii Tackie Mensah Welbeck,33,England,Brighton,Attacker,2022
18812,Adrián,Adrián San Miguel del Castillo,36,Spain,Liverpool,Goalkeeper,2022
26475,D. Undav,Deniz Undav,27,Germany,Brighton,Attacker,2022
40911,J. Moder,Jakub Piotr Moder,24,Poland,Brighton,Midfielder,2022
70747,J. Enciso,Julio César Enciso Espínola,19,Paraguay,Brighton,Midfielder,2022
106835,K. Mitoma,Kaoru Mitoma,26,Japan,Brighton,Midfielder,2022
116117,M. Caicedo,Moisés Isaac Caicedo Corozo,22,Ecuador,Brighton,Midfielder,2022
129643,E. Ferguson,Evan Joe Ferguson,19,Republic of Ireland,Brighton,Attacker,2022
130423,B. Gilmour,Billy Clifford Gilmour,22,Scotland,Brighton,Midfielder,2022
137220,A. Moran,Andrew Moran,20,Republic of Ireland,Brighton,Midfielder,2022
202086,J. Sarmiento,Jeremy Leonel Sarmiento Morante,21,Ecuador,Brighton,Attacker,2022
216809,C. Peupion,Cameron Paul Jacques Peupion,21,Australia,Brighton,Midfielder,2022
265820,Y. Ayari,Yasin Abbas Ayari,20,Sweden,Brighton,Midfielder,2022
296121,J. Hinchy,Jack Samuel Lawrence Hinchy,20,England,Brighton,Midfielder,2022
305730,J. Hinshelwood,Jack Hinshelwood,18,England,Brighton,Midfielder,2022
311334,F. Buonanotte,Facundo Valentín Buonanotte,19,Argentina,Brighton,Midfielder,2022
1119,K. Ajer,Kristoffer Vassbakk Ajer,25,Norway,Brentford,Defender,2022
1835,T. Strakosha,Thomas Strakosha,28,Albania,Brentford,Goalkeeper,2022
2731,M. Jørgensen,Mathias Jattah-Njie Jørgensen,33,Denmark,Brentford,Defender,2022
15745,M. Rasmussen,Mads Roerslev Rasmussen,24,Denmark,Brentford,Defender,2022
18917,B. Mee,Ben Mee,34,England,Brentford,Defender,2022
19124,P. Jansson,Pontus Jansson,32,Sweden,Brentford,Defender,2022
19346,R. Henry,Rico Henry,26,England,Brentford,Defender,2022
19465,David Raya,David Raya Martin,28,Spain,Brentford,Goalkeeper,2022
19789,E. Pinnock,Ethan Rupert Pinnock,30,Jamaica,Brentford,Defender,2022
30407,C. Nørgaard,Christian Thers Nørgaard,29,Denmark,Brentford,Midfielder,2022
44871,A. Hickey,Aaron Buchanan Hickey,21,Scotland,Brentford,Defender,2022
47438,M. Jensen,Mathias Jensen,27,Denmark,Brentford,Midfielder,2022
51617,D. Núñez,Darwin Gabriel Núñez Ribeiro,24,Uruguay,Liverpool,Attacker,2022
152977,L. Stewart,Layton Rhys Stewart,21,England,Liverpool,Attacker,2022
191337,T. Crama,Tristan Crama,22,France,Brentford,Defender,2022
276263,F. Stevens,Finley Stevens,20,Wales,Brentford,Defender,2022
278041,M. Cox,Matthew Cox,20,England,Brentford,Goalkeeper,2022
284248,M. Frauendorf,Melkamu Benjamin Daniel Frauendorf,19,Germany,Liverpool,Attacker,2022
334729,B. Clark,Bobby Lamont Clark,18,England,Liverpool,Attacker,2022
343576,B. Doak,Ben Gannon Doak,18,Scotland,Liverpool,Attacker,2022
2699,S. Ghoddos,Sayed Saman Ghoddos,30,Iran,Brentford,Attacker,2022
15799,F. Onyeka,Ogochukwu  Frank Onyeka,25,Nigeria,Brentford,Midfielder,2022
15908,M. Damsgaard,Mikkel Krogh Damsgaard,23,Denmark,Brentford,Midfielder,2022
19362,J. Dasilva,Pelenda Joshua Tunga Dasilva,25,England,Brentford,Midfielder,2022
19974,I. Toney,Ivan Benjamin Elijah Toney,27,England,Brentford,Attacker,2022
20110,S. Baptiste,Shandon Baptiste,25,Grenada,Brentford,Midfielder,2022
20649,Y. Wissa,Yoane Wissa,27,Congo DR,Brentford,Attacker,2022
25073,V. Janelt,Vitaly Janelt,25,Germany,Brentford,Midfielder,2022
178077,K. Schade,Kevin Schade,22,Germany,Brentford,Attacker,2022
263538,E. Yarmolyuk,Ehor Yarmolyuk,19,Ukraine,Brentford,Midfielder,2022
382925,R. Trevitt,Ryan Trevitt,20,England,Brentford,Midfielder,2022
20589,B. Mbeumo,Bryan Tetsadong Marceau Mbeumo,24,Cameroon,Brentford,Attacker,2022
106725,K. Lewis-Potter,Keane William Lewis-Potter,22,England,Brentford,Attacker,2022
284474,M. Olakigbe,Michael Oluwakorede Olakigbe,19,England,Brentford,Attacker,2022
130,Nélson Semedo,Nélson Cabral Semedo,30,Portugal,Wolves,Defender,2022
1605,Daniel Podence,Daniel Castelo Podence,28,Portugal,Wolves,Midfielder,2022
1864,Pedro Neto,Pedro Lomba Neto,23,Portugal,Wolves,Attacker,2022
2056,Pablo Sarabia,Pablo Sarabia García,31,Spain,Wolves,Midfielder,2022
2676,Rúben Neves,Rúben Diogo da Silva Neves,26,Portugal,Wolves,Midfielder,2022
2677,João Moutinho,João Filipe Iria Santos Moutinho,37,Portugal,Wolves,Midfielder,2022
2887,R. Jiménez,Raúl Alonso Jiménez Rodríguez,32,Mexico,Wolves,Attacker,2022
18740,Jonny Castro,Jonathan Castro Otto,29,Spain,Wolves,Defender,2022
18744,M. Kilman,Maximilian William Kilman,26,England,Wolves,Defender,2022
18947,M. Lemina,Mario René Junior Lemina,30,Gabon,Wolves,Midfielder,2022
41606,Toti,Tote António Gomes,24,Portugal,Wolves,Defender,2022
41621,Matheus Nunes,Matheus Luiz Nunes,25,Portugal,Wolves,Midfielder,2022
152957,L. Richards,Lewis Paul Jimmy Richards,22,Republic of Ireland,Wolves,Defender,2022
157912,B. Traoré,Boubacar Traoré,22,Mali,Wolves,Midfielder,2022
195103,João Gomes,João Victor Gomes da Silva,22,Brazil,Wolves,Midfielder,2022
204033,J. Hodge,Joseph Shaun Hodge,21,Republic of Ireland,Wolves,Midfielder,2022
280687,Hugo Bueno,Hugo Bueno López,21,Spain,Wolves,Defender,2022
284237,D. Lembikisa,Dexter Joeng Woo Lembikisa,20,Jamaica,Wolves,Defender,2022
284262,H. Griffiths,Harvey Lawson Griffiths,20,England,Wolves,Midfielder,2022
54,Diego Costa,Diego da Silva Costa,35,Spain,Wolves,Attacker,2022
253,A. Aréola,Alphonse Francis Aréola,30,France,West Ham,Goalkeeper,2022
261,T. Kehrer,Jan Thilo Kehrer,27,Germany,West Ham,Defender,2022
1165,Matheus Cunha,Matheus Santos Carneiro da Cunha,24,Brazil,Wolves,Attacker,2022
1231,V. Coufal,Vladimír Coufal,31,Czech Republic,West Ham,Defender,2022
2284,Emerson,Emerson Palmieri dos Santos,29,Italy,West Ham,Defender,2022
2726,K. Zouma,Kurt Happy Zouma,29,France,West Ham,Defender,2022
2997,Ł. Fabiański,Łukasz Marek Fabiański,38,Poland,West Ham,Goalkeeper,2022
7722,S. Kalajdzic,Saša Kalajdžić,26,Austria,Wolves,Attacker,2022
18753,Adama Traoré,Adama Traoré Diarra,27,Spain,Wolves,Attacker,2022
18813,A. Cresswell,Aaron William Cresswell,34,England,West Ham,Defender,2022
18817,A. Ogbonna,Angelo Obinze Ogbonna,35,Italy,West Ham,Defender,2022
18823,B. Johnson,Benjamin Anthony Johnson,23,England,West Ham,Defender,2022
21694,N. Aguerd,Nayef Aguerd,27,Morocco,West Ham,Defender,2022
24888,Hwang Hee-Chan,Hee-Chan Hwang,27,Korea Republic,Wolves,Attacker,2022
144709,J. Anang,Joseph Tetteh Anang,23,England,West Ham,Goalkeeper,2022
144723,K. Hegyi,Krisztián Hegyi,21,Hungary,West Ham,Goalkeeper,2022
195962,Chiquinho,Francisco Jorge Tavares Oliveira,23,Portugal,Wolves,Attacker,2022
288116,K. Casey,Kaelan Casey,19,England,West Ham,Defender,2022
303019,N. Fraser,Nathan John Mark Fraser,18,Republic of Ireland,Wolves,Attacker,2022
548,H. Ziyech,Hakim Ziyech,30,Morocco,Chelsea,Midfielder,2022
583,João Félix,João Félix Sequeira,24,Portugal,Chelsea,Attacker,2022
645,R. Sterling,Raheem Shaquille Sterling,29,England,Chelsea,Attacker,2022
978,K. Havertz,Kai Lukas Havertz,24,Germany,Chelsea,Midfielder,2022
1465,P. Aubameyang,Pierre-Emerick Emiliano Franço Aubameyang,34,Gabon,Chelsea,Attacker,2022
2810,D. Zakaria,Denis Lemi Zakaria Lako Lado,27,Switzerland,Chelsea,Midfielder,2022
18835,Guaita,Vicente Guaita Panadero,36,Spain,Crystal Palace,Goalkeeper,2022
18847,J. Ward,Joel Edward Philip Ward,34,England,Crystal Palace,Defender,2022
19143,S. Johnstone,Samuel Luke Johnstone,30,England,Crystal Palace,Goalkeeper,2022
67972,C. Gallagher,Conor John Gallagher,23,England,Chelsea,Midfielder,2022
136723,N. Madueke,Chukwunonso Tristan Madueke,21,England,Chelsea,Attacker,2022
138822,A. Broja,Armando Broja,22,Albania,Chelsea,Attacker,2022
138935,C. Chukwuemeka,Carney Chibueze Chukwuemeka,20,England,Chelsea,Midfielder,2022
182201,T. Mitchell,Tyrick Kwon Mitchell,24,England,Crystal Palace,Defender,2022
274550,H. Vale,Harvey James Vale,20,England,Chelsea,Midfielder,2022
284428,O. Giraud-Hutchinson,Omari Elijah Giraud-Hutchinson,20,Jamaica,Chelsea,Midfielder,2022
284492,L. Hall,Lewis Kieran Hall,19,England,Chelsea,Midfielder,2022
284549,J. Whitworth,Joseph Charles Whitworth,19,England,Crystal Palace,Goalkeeper,2022
284554,O.Goodman,Owen Olamidayo Goodman,20,England,Crystal Palace,Goalkeeper,2022
291476,D. Fofana,David Datro Fofana,21,Côte d'Ivoire,Chelsea,Attacker,2022
2729,J. Andersen,Joachim Christian Andersen,27,Denmark,Crystal Palace,Defender,2022
18844,J. Tomkins,James Oliver Charles Tomkins,34,England,Crystal Palace,Defender,2022
67971,M. Guéhi,Addji Keaninkin Marc-Israel Guéhi,23,England,Crystal Palace,Defender,2022
1135,O. Édouard,Odsonne Édouard,25,France,Crystal Palace,Attacker,2022
1590,José Sá,José Pedro Malheiro de Sá,30,Portugal,Wolves,Goalkeeper,2022
3247,W. Zaha,Dazet Wilfried Armel Zaha,31,Côte d'Ivoire,Crystal Palace,Attacker,2022
3428,J. Ayew,Jordan Pierre Ayew,32,Ghana,Crystal Palace,Attacker,2022
19147,C. Dawson,Craig Dawson,33,England,Wolves,Defender,2022
19341,D. Bentley,Daniel Ian Bentley,30,England,Wolves,Goalkeeper,2022
19495,N. Collins,Nathan Michael Collins,22,Republic of Ireland,Wolves,Defender,2022
21138,R. Aït-Nouri,Rayan Aït-Nouri,22,Algeria,Wolves,Defender,2022
25927,J. Mateta,Jean-Philippe Mateta,26,France,Crystal Palace,Attacker,2022
144741,L. Moulden,Louie Moulden,21,England,Wolves,Goalkeeper,2022
313636,Adler Nascimento,Adler Bruno Sá Nogueira de Nascimento,19,Portugal,Crystal Palace,Attacker,2022
415,W. McKennie,Weston James Earl McKennie,25,USA,Leeds,Midfielder,2022
533,R. Kristensen,Rasmus Nissen Kristensen,26,Denmark,Leeds,Defender,2022
1150,T. Adams,Tyler Shaan Adams,24,USA,Leeds,Midfielder,2022
2048,M. Wöber,Maximilian Wöber,25,Austria,Leeds,Defender,2022
19127,A. Forshaw,Adam John Forshaw,32,England,Leeds,Midfielder,2022
19128,J. Harrison,Jack David Harrison,27,England,Leeds,Midfielder,2022
19134,P. Bamford,Patrick James Bamford,30,England,Leeds,Attacker,2022
37724,C. Summerville,Crysencio Jilbert Sylverio Cir Summerville,22,Netherlands,Leeds,Attacker,2022
47341,Marc Roca,Marc Roca Junqué,27,Spain,Leeds,Midfielder,2022
50739,B. Aaronson,Brenden Russell Aaronson,23,USA,Leeds,Midfielder,2022
131278,C. Allen,Charlie Steven Allen,20,Northern Ireland,Leeds,Midfielder,2022
273760,A. Miller,Amari Miquel Miller,21,England,Leeds,Midfielder,2022
278235,K. Moore,Kristan Richard Moore,20,England,Leeds,Defender,2022
278242,J. Chilokoa-Mullen,Jeremiah Chukwuedo Chilokoa-Mullen,19,Scotland,Leeds,Defender,2022
282124,D. Gyabi,Darko Boateng Gyabi,19,England,Leeds,Midfielder,2022
284408,S. Perkins,Sonny Tufail Perkins,19,England,Leeds,Attacker,2022
289608,J. Snowdon,Joseph Leonard Snowdon,19,England,Leeds,Midfielder,2022
296085,Diogo Monteiro,Diogo Pinheiro Monteiro,18,Portugal,Leeds,Defender,2022
328089,A. Gray,Archie Gray,17,England,Leeds,Midfielder,2022
334734,J. Debayo,James Boluwatife Debayo,18,England,Leeds,Defender,2022
935,Rodrigo,Rodrigo Moreno Machado,32,Spain,Leeds,Attacker,2022
2165,V. Mykolenko,Vitalii Mykolenko,24,Ukraine,Everton,Defender,2022
2484,Y. Mina,Yerry Fernando Mina González,29,Colombia,Everton,Defender,2022
2932,J. Pickford,Jordan Lee Pickford,29,England,Everton,Goalkeeper,2022
2934,M. Keane,Michael Vincent Keane,30,England,Everton,Defender,2022
2936,J. Tarkowski,James Alan Tarkowski,31,England,Everton,Defender,2022
18858,A. Begović,Asmir Begović,36,Bosnia and Herzegovina,Everton,Goalkeeper,2022
19073,B. Godfrey,Benjamin Matthew Godfrey,25,England,Everton,Defender,2022
19150,M. Holgate,Mason Anthony Holgate,27,England,Everton,Defender,2022
20069,B. Crellin,William Francis Crellin,23,England,Everton,Goalkeeper,2022
20224,A. Lonergan,Andrew Michael Lonergan,40,England,Everton,Goalkeeper,2022
37161,L. Sinisterra,Luis Fernando Sinisterra Lucumí,24,Colombia,Leeds,Attacker,2022
90590,G. Rutter,Georginio Rutter,21,France,Leeds,Attacker,2022
138417,N. Patterson,Nathan Kenneth Patterson,22,Scotland,Everton,Defender,2022
153400,S. Greenwood,Sam Greenwood,21,England,Leeds,Attacker,2022
162128,W. Gnonto,Degnand Wilfried Gnonto,20,Italy,Leeds,Attacker,2022
313059,Mateo Joseph,Mateo Joseph Fernández Regatillo,20,Spain,Leeds,Attacker,2022
1125,R. Christie,Ryan Christie,28,Scotland,Bournemouth,Midfielder,2022
2490,J. Lerma,Jefferson Andrés Lerma Solís,29,Colombia,Bournemouth,Midfielder,2022
2734,P. Billing,Philip Anyanwu Billing,27,Denmark,Bournemouth,Midfielder,2022
6610,M. Senesi,Marcos Nicolás Senesi Barón,26,Argentina,Bournemouth,Defender,2022
18870,D. Brooks,David Robert Brooks,26,Wales,Bournemouth,Midfielder,2022
18872,L. Cook,Lewis John Cook,26,England,Bournemouth,Midfielder,2022
18878,J. Stanislas,Felix Junior Stanislas,34,England,Bournemouth,Midfielder,2022
18883,D. Solanke,Dominic Ayodele Solanke-Mitchell,26,England,Bournemouth,Attacker,2022
19245,M. Tavernier,Marcus Joseph Tavernier,24,England,Bournemouth,Midfielder,2022
19482,J. Rothwell,Joseph Matthew Rothwell,28,England,Bournemouth,Midfielder,2022
19824,J. Zemura,Jordan Bhekithemba Zemura,24,Zimbabwe,Bournemouth,Defender,2022
31057,H. Traorè,Hamed Junior Traorè,23,Côte d'Ivoire,Bournemouth,Midfielder,2022
51572,M. Viña,Matías Nicolás Viña Susperreguy,26,Uruguay,Bournemouth,Defender,2022
161671,I. Zabarnyi,Illia Zabarnyi,21,Ukraine,Bournemouth,Defender,2022
290962,B. Greenwood,Ben Greenwood,20,Republic of Ireland,Bournemouth,Defender,2022
334725,D. Sadi,Dominic Sadi,20,England,Bournemouth,Midfielder,2022
382167,J. Wadham,Jack Wadham,20,England,Bournemouth,Midfielder,2022
382170,M. Kinsey-Wellings,Maxwell Kinsey-Wellings,18,England,Bournemouth,Defender,2022
382930,F. Okoh,Ferdinand Okoh,19,England,Bournemouth,Midfielder,2022
390769,Michael Dacosta,Michael Dacosta Gonzales,18,Spain,Bournemouth,Midfielder,2022
163,S. Aurier,Sèrge Alain Stéphane Aurier,31,Côte d'Ivoire,Nottingham Forest,Defender,2022
371,Felipe,Felipe Augusto de Almeida Monteiro,34,Brazil,Nottingham Forest,Defender,2022
900,J. Lingard,Jesse Ellis Lingard,31,England,Nottingham Forest,Midfielder,2022
1746,J. Worrall,Joseph Adrian Worrall,26,England,Nottingham Forest,Defender,2022
10122,Renan Lodi,Renan Augusto Lodi dos Santos,25,Brazil,Nottingham Forest,Defender,2022
17365,H. Toffolo,Harry Stefano Toffolo,28,England,Nottingham Forest,Defender,2022
18739,W. Boly,Willy-Arnaud Zobo Boly,32,Côte d'Ivoire,Nottingham Forest,Defender,2022
18746,M. Gibbs-White,Morgan Anthony Gibbs-White,23,England,Nottingham Forest,Midfielder,2022
18863,S. Cook,Steve Anthony Cook,32,England,Nottingham Forest,Defender,2022
18904,J. Shelvey,Jonjo Shelvey,31,England,Nottingham Forest,Midfielder,2022
19299,J. Colback,Jack Raymond Colback,34,England,Nottingham Forest,Midfielder,2022
19610,O. Richards,Omar Tyrell Crawford Richards,25,England,Nottingham Forest,Defender,2022
24882,O. Mangala,Orel Johnson Mangala,25,Belgium,Nottingham Forest,Midfielder,2022
25916,M. Niakhaté,Moussa Niakhaté,27,Senegal,Nottingham Forest,Defender,2022
44811,S. McKenna,Scott Fraser McKenna,27,Scotland,Nottingham Forest,Defender,2022
84081,G. Biancone,Giulian Biancone,23,France,Nottingham Forest,Defender,2022
138780,N. Williams,Neco Shay Williams,22,Wales,Nottingham Forest,Defender,2022
192349,G. Shelvey,George William Shelvey,22,England,Nottingham Forest,Goalkeeper,2022
284366,L. Chambers,Luke Chambers,19,England,Liverpool,Defender,2022
329357,Z. Abbott,Zach Abbott,17,England,Nottingham Forest,Defender,2022
80,E. Dennis,Emmanuel Bonaventure Dennis,26,Nigeria,Nottingham Forest,Attacker,2022
1370,A. Ayew,André Morgan Rami Ayew,34,Ghana,Nottingham Forest,Attacker,2022
2807,R. Freuler,Remo Marco Freuler,31,Switzerland,Nottingham Forest,Midfielder,2022
2991,C. Kouyaté,Cheikhou Kouyaté,34,Senegal,Nottingham Forest,Midfielder,2022
8598,T. Awoniyi,Taiwo Micheal Awoniyi,26,Nigeria,Nottingham Forest,Attacker,2022
9926,Gustavo Scarpa,Gustavo Henrique Furtado Scarpa,29,Brazil,Nottingham Forest,Midfielder,2022
18146,D. Ward,Daniel Ward,30,Wales,Leicester,Goalkeeper,2022
18884,S. Surridge,Samuel William Surridge,25,England,Nottingham Forest,Attacker,2022
18931,C. Wood,Christopher Grant Wood,32,New Zealand,Nottingham Forest,Attacker,2022
18985,A. Smithies,Alexander Smithies,33,England,Leicester,Goalkeeper,2022
18996,H. Arter,Harry Nicholas Arter,34,Republic of Ireland,Nottingham Forest,Midfielder,2022
19305,R. Yates,Ryan James Yates,26,England,Nottingham Forest,Midfielder,2022
19842,L. Taylor,Lyle James Alfred Taylor,33,Montserrat,Nottingham Forest,Attacker,2022
40401,Cafú,Carlos Miguel Ribeiro Dias,30,Portugal,Nottingham Forest,Midfielder,2022
129711,B. Johnson,Brennan Price Johnson,22,Wales,Nottingham Forest,Attacker,2022
129712,A. Mighten,Alexander Cole Mighten,21,England,Nottingham Forest,Attacker,2022
275170,Danilo,Danilo dos Santos de Oliveira,22,Brazil,Nottingham Forest,Midfielder,2022
325967,O. Hammond,Oliver Jack Hammond,21,Wales,Nottingham Forest,Midfielder,2022
327602,D. Osong,Detlef Esapa Osong,19,England,Nottingham Forest,Attacker,2022
327603,A. Gibson-Hammond,Alex Gibson-Hammond,21,England,Nottingham Forest,Midfielder,2022
895,J. Garner,James David Garner,22,England,Everton,Midfielder,2022
1455,A. Iwobi,Alexander Chuka Iwobi,27,Nigeria,Everton,Attacker,2022
2990,I. Gueye,Idrissa Gana Gueye,34,Senegal,Everton,Midfielder,2022
18741,C. Coady,Conor David Coady,30,England,Everton,Defender,2022
18745,Rúben Vinagre,Rúben Gonçalo Silva Nascimento Vinagre,24,Portugal,Everton,Defender,2022
18762,T. Davies,Thomas Davies,25,England,Everton,Midfielder,2022
18766,D. Calvert-Lewin,Dominic Nathaniel Calvert-Lewin,26,England,Everton,Attacker,2022
18781,D. Gray,Demarai Ramelle Gray,27,England,Everton,Attacker,2022
18805,A. Doucouré,Abdoulaye Doucouré,30,Mali,Everton,Midfielder,2022
18854,A. Townsend,Andros Darryl Townsend,32,England,Everton,Midfielder,2022
18929,D. McNeil,Dwight James Matthew McNeil,24,England,Everton,Attacker,2022
19088,D. Henderson,Dean Bradley Henderson,26,England,Nottingham Forest,Goalkeeper,2022
19364,N. Maupay,Neal Maupay,27,France,Everton,Attacker,2022
138786,E. Simms,Ellis Reco Simms,22,England,Everton,Attacker,2022
138849,K. John,Kyle Alex John,22,England,Everton,Defender,2022
162714,A. Onana,Amadou Ba Zeund Georges Mvom Onana,22,Belgium,Everton,Midfielder,2022
284187,S. Mills,Stanley Mills,20,England,Everton,Midfielder,2022
284267,I. Price,Isaac Jude Price,20,Northern Ireland,Everton,Midfielder,2022
284327,R. Welch,Reece Belfield Welch,20,England,Everton,Defender,2022
328093,I. Samuels-Smith,Ishé Samuels-Smith,17,England,Everton,Defender,2022
731,K. Navas,Keylor Antonio Navas Gamboa,37,Costa Rica,Nottingham Forest,Goalkeeper,2022
18836,W. Hennessey,Wayne Robert Hennessey,36,Wales,Nottingham Forest,Goalkeeper,2022
17736,D. Iversen,Daniel Lønne Iversen,26,Denmark,Leicester,Goalkeeper,2022
19760,J. Justin,James Michael Justin,25,England,Leicester,Defender,2022
2784,R. Rúnarsson,Rúnar Alex Rúnarsson,28,Iceland,Arsenal,Goalkeeper,2022
3240,J. Gbamin,Jean-Philippe Gbamin,28,Côte d'Ivoire,Everton,Midfielder,2022
18751,Ivan Cavaleiro,Ivan Ricardo Neves Abreu Cavaleiro,30,Portugal,Fulham,Attacker,2022
18948,N. Redmond,Nathan Daniel Jerome Redmond,29,England,Southampton,Midfielder,2022
50242,A. Akman,Ali Akman,21,Türkiye,Eintracht Frankfurt,Attacker,2022
171,K. Walker-Peters,Kyle Leonardus Walker-Peters,26,England,Southampton,Defender,2022
691,Tetê,Mateus Cardoso Lemos Martins,23,Brazil,Leicester,Attacker,2022
1098,P. Daka,Patson Daka,25,Zambia,Leicester,Attacker,2022
1902,D. Ćaleta-Car,Duje Ćaleta-Car,27,Croatia,Southampton,Defender,2022
2275,W. Caballero,Wilfredo Daniel Caballero Lazcano,42,Argentina,Southampton,Goalkeeper,2022
2778,K. Ịheanachọ,Kelechi Promise Ịheanachọ,27,Nigeria,Leicester,Attacker,2022
2999,J. Bednarek,Jan Kacper Bednarek,27,Poland,Southampton,Defender,2022
18788,J. Vardy,Jamie Richard Vardy,36,England,Leicester,Attacker,2022
18935,A. McCarthy,Alex Simon McCarthy,34,England,Southampton,Goalkeeper,2022
19719,J. Bree,James Bree,26,England,Southampton,Defender,2022
20600,R. Perraud,Romain Paul Jean-Michel Perraud,26,France,Southampton,Defender,2022
22233,B. Soumaré,Boubakary Soumaré,24,France,Leicester,Midfielder,2022
30476,Lyanco,Lyanco Evangelista Silveira Neves Vojnović,26,Brazil,Southampton,Defender,2022
47480,M. Salisu,Mohammed Salisu Abdul Karim,24,Ghana,Southampton,Defender,2022
105971,G. Bazunu,Gavin Okeroghene Bazunu,21,Republic of Ireland,Southampton,Goalkeeper,2022
